Price,Created_date,Phone,Engine,Gearbox,Mileage,Year,Color,Body_type,Fuel_type,Air_condition,Drive_type,Condition,Model,Location
1120000,22-03-2022,+880130 250 1001,14,AUTOMATIC,65432,2006,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1120000,22-03-2022,+880130 250 1001,14,AUTOMATIC,78000,2005,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
5600000,23-03-2022,+880130 250 1001,14,AUTOMATIC,30872,2016,WHITE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA HARRIER,DHAKA
1350000,23-03-2022,+880130 250 1001,14,AUTOMATIC,43256,2013,SILVER,HATCH,HYBRID,YES,RIGHT,USED,HONDA FIT,DHAKA
1750000,23-03-2022,+880130 250 1001,14,AUTOMATIC,63000,2016,BLUE,HATCH,HYBRID,YES,RIGHT,USED,HONDA FIT,DHAKA
1620000,23-03-2022,+880130 250 1001,14,AUTOMATIC,65200,2007,RED,SEDAN,LPG,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1695000,23-03-2022,+880130 250 1001,14,AUTOMATIC,64600,2010,SILVER,SEDAN,LPG,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1750000,23-03-2022,+880130 250 1001,14,AUTOMATIC,59760,2010,SILVER,SEDAN,LPG,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
6450000,24-03-2022,+880130 250 1001,14,AUTOMATIC,32000,2017,BLUE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA HARRIER,DHAKA
6490000,24-03-2022,+880130 250 1001,14,AUTOMATIC,31772,2017,BLUE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA HARRIER,DHAKA
2850000,24-03-2022,+880130 250 1001,14,AUTOMATIC,32000,2016,RED,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
2850000,24-03-2022,+880130 250 1001,14,AUTOMATIC,37500,2016,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1360000,24-03-2022,+880130 250 1001,14,AUTOMATIC,80000,2006,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1380000,24-03-2022,+880130 250 1001,14,AUTOMATIC,78000,2006,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1030000,24-03-2022,+880130 250 1001,14,AUTOMATIC,85000,2006,WHITE,MPV,LPG,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1200000,24-03-2022,+880130 250 1001,15,AUTOMATIC,66000,2008,GREY,SEDAN,GAS,YES,RIGHT,USED,TOYOTA AXIO,CHITTAGONG
4680000,27-03-2022,+880130 250 1001,14,MANUAL,56740,2014,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA HARRIER,DHAKA
1650000,27-03-2022,+880130 250 1001,14,AUTOMATIC,31000,2016,WHITE,HATCH,HYBRID,YES,RIGHT,IMPORT,HONDA FIT,DHAKA
1090000,27-03-2022,+880130 250 1001,14,MANUAL,29816,2004,GOLD,SEDAN,LPG,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
550000,27-03-2022,+880130 250 1001,14,AUTOMATIC,29816,2004,GREEN,HATCH,LPG,YES,RIGHT,USED,TOYOTA PASSO,DHAKA
500000,27-03-2022,+880130 250 1001,14,AUTOMATIC,29816,2004,BLUE,HATCH,LPG,YES,RIGHT,USED,TOYOTA PASSO,DHAKA
8900000,28-03-2022,+880130 250 1001,14,AUTOMATIC,24000,2018,BLUE,SEDAN,HYBRID,YES,RIGHT,USED,LEXUS ES 300,DHAKA
2275000,28-03-2022,+880130 250 1001,14,AUTOMATIC,85000,2016,BLACK,HATCHBACK,HYBRID,YES,RIGHT,IMPORT,TOYOTA FIELDER,DHAKA
5600000,29-03-2022,+880130 250 1001,14,AUTOMATIC,29816,2018,WHITE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,IMPORT,HONDA CR-V,DHAKA
2030000,29-03-2022,+880130 250 1001,14,AUTOMATIC,46000,2012,WHITE,SEDAN,PETROL,YES,RIGHT,USED,HYUNDAI SONATA,DHAKA
1080000,30-03-2022,+880130 250 1001,14,AUTOMATIC,72000,2005,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1095000,30-03-2022,+880130 250 1001,14,AUTOMATIC,67000,2004,BEIGE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1575000,30-03-2022,+880130 250 1001,14,AUTOMATIC,69500,2007,SILVER,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1495000,30-03-2022,+880130 250 1001,14,AUTOMATIC,53309,2007,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1080000,30-03-2022,+880130 250 1001,14,AUTOMATIC,42000,2012,WHITE,HATCH,PETROL,YES,RIGHT,USED,TOYOTA VITZ,DHAKA
1150000,30-03-2022,+880130 250 1001,14,AUTOMATIC,56000,2012,BLACK,HATCH,LPG,YES,RIGHT,USED,TOYOTA VITZ,DHAKA
1260000,30-03-2022,+880130 250 1001,14,AUTOMATIC,95116,2006,SILVER,SEDAN,LPG,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1325000,30-03-2022,+880130 250 1001,14,AUTOMATIC,77000,2006,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
570000,30-03-2022,+880130 250 1001,14,AUTOMATIC,70000,2003,BLUE,WAGON,GAS,YES,RIGHT,USED,TOYOTA PROBOX,DHAKA
4290000,31-03-2022,+880130 250 1001,14,AUTOMATIC,47128,2016,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,IMPORT,NISSAN X-TRAIL,DHAKA
4370000,31-03-2022,+880130 250 1001,14,AUTOMATIC,33109,2016,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,IMPORT,NISSAN X-TRAIL,DHAKA
750000,31-03-2022,+880130 250 1001,14,AUTOMATIC,29816,2006,BLACK,MPV,PETROL,YES,RIGHT,USED,SUZUKI EVERY,DHAKA
825000,31-03-2022,+880130 250 1001,14,AUTOMATIC,70000,2001,GOLD,SEDAN,LPG,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1180000,31-03-2022,+880130 250 1001,14,AUTOMATIC,78000,2008,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
900000,31-03-2022,+880130 250 1001,14,MANUAL,90000,2005,SILVER,MPV,LPG,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1980000,31-03-2022,+880130 250 1001,14,AUTOMATIC,63000,2011,BLACK,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1935000,31-03-2022,+880130 250 1001,14,AUTOMATIC,41000,2011,BLACK,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
2100000,04-04-2022,+880130 250 1001,14,AUTOMATIC,66000,2010,GREY,4 WHEEL DRIVES & SUVS,LPG,YES,RIGHT,USED,NISSAN X-TRAIL,DHAKA
1380000,04-04-2022,+880130 250 1001,14,AUTOMATIC,65210,2007,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1775000,04-04-2022,+880130 250 1001,14,AUTOMATIC,69000,2010,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1820000,04-04-2022,+880130 250 1001,14,AUTOMATIC,68765,2010,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1750000,04-04-2022,+880130 250 1001,14,AUTOMATIC,59760,2010,SILVER,SEDAN,LPG,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
990000,04-04-2022,+880130 250 1001,14,AUTOMATIC,125000,2002,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1085000,04-04-2022,+880130 250 1001,14,AUTOMATIC,82790,2002,SILVER,SEDAN,LPG,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1175000,04-04-2022,+880130 250 1001,14,AUTOMATIC,79000,2014,BLACK,HATCH,HYBRID,YES,RIGHT,USED,TOYOTA AQUA,DHAKA
860000,04-04-2022,+880130 250 1001,14,AUTOMATIC,85000,2002,SILVER,SEDAN,LPG,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
875000,04-04-2022,+880130 250 1001,14,AUTOMATIC,85000,2004,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1395000,04-04-2022,+880130 250 1001,14,AUTOMATIC,78000,2012,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1445000,04-04-2022,+880130 250 1001,14,AUTOMATIC,58000,2012,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1585000,04-04-2022,+880130 250 1001,14,AUTOMATIC,37625,2007,BLACK,SEDAN,PETROL,YES,RIGHT,USED,NISSAN CEFIRO,DHAKA
2800000,04-04-2022,+880130 250 1001,14,AUTOMATIC,50000,2016,RED,4 WHEEL DRIVES & SUVS,HYBRID,YES,RIGHT,IMPORT,HONDA VEZEL,DHAKA
2850000,05-04-2022,+880130 250 1001,14,AUTOMATIC,78231,2016,SILVER,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA PREMIO,DHAKA
1130000,05-04-2022,+880130 250 1001,14,AUTOMATIC,79000,2005,SILVER,SEDAN,LPG,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1025000,05-04-2022,+880130 250 1001,14,MANUAL,75000,2004,GOLD,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
5750000,05-04-2022,+880130 250 1001,14,AUTOMATIC,28000,2018,WHITE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,IMPORT,HONDA CR-V,DHAKA
1800000,05-04-2022,+880130 250 1001,14,AUTOMATIC,31245,2016,BLACK,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
6299000,05-04-2022,+880130 250 1001,14,AUTOMATIC,24710,2016,BLUE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA HARRIER,DHAKA
6450000,05-04-2022,+880130 250 1001,14,AUTOMATIC,33000,2017,GREEN,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA HARRIER,DHAKA
950000,05-04-2022,+880130 250 1001,14,AUTOMATIC,29816,2003,SILVER,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
680000,06-04-2022,+880130 250 1001,14,AUTOMATIC,88000,2000,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
2150000,06-04-2022,+880130 250 1001,14,AUTOMATIC,45900,2011,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,NISSAN X-TRAIL,DHAKA
2250000,06-04-2022,+880130 250 1001,14,AUTOMATIC,29816,2014,RED,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
2165000,06-04-2022,+880130 250 1001,14,AUTOMATIC,42000,2011,SILVER,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,NISSAN X-TRAIL,DHAKA
2190000,06-04-2022,+880130 250 1001,14,AUTOMATIC,45687,2011,BLACK,SEDAN,PETROL,YES,RIGHT,USED,NISSAN X-TRAIL,DHAKA
1570000,06-04-2022,+880130 250 1001,14,AUTOMATIC,49389,2007,BLACK,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
2370000,06-04-2022,+880130 250 1001,14,AUTOMATIC,39219,2014,GREY,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
2299999,06-04-2022,+880130 250 1001,14,AUTOMATIC,65000,2014,BLACK,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
2290000,06-04-2022,+880130 250 1001,14,AUTOMATIC,60636,2017,SILVER,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
1375000,06-04-2022,+880130 250 1001,14,AUTOMATIC,76000,2011,BLACK,HATCH,PETROL,YES,RIGHT,USED,TOYOTA AURIS,DHAKA
2890000,06-04-2022,+880130 250 1001,2,AUTOMATIC,29000,2016,BLUE,SEDAN,PETROL,YES,RIGHT,USED,HYUNDAI SONATA,DHAKA
2950000,06-04-2022,+880130 250 1001,24,AUTOMATIC,25000,2016,BLACK,SEDAN,PETROL,YES,RIGHT,USED,HYUNDAI SONATA,DHAKA
1100000,07-04-2022,+880130 250 1001,14,AUTOMATIC,29816,2003,SILVER,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1270000,07-04-2022,+880130 250 1001,14,AUTOMATIC,75000,2004,SILVER,SEDAN,LPG,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1280000,07-04-2022,+880130 250 1001,14,AUTOMATIC,29816,2004,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1360000,07-04-2022,+880130 250 1001,14,AUTOMATIC,46572,2010,RED,SEDAN,PETROL,YES,RIGHT,USED,MITSUBISHI LANCER EX,DHAKA
2170000,07-04-2022,+880130 250 1001,14,AUTOMATIC,29816,2016,BLACK,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
750000,07-04-2022,+880130 250 1001,14,AUTOMATIC,100000,2003,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
735000,07-04-2022,+880130 250 1001,14,MANUAL,55212,2008,GREY,HATCH,LPG,YES,RIGHT,USED,TOYOTA VITZ,DHAKA
795000,07-04-2022,+880130 250 1001,14,AUTOMATIC,63000,2004,BLACK,HATCH,PETROL,YES,RIGHT,USED,TOYOTA IST,DHAKA
1496000,07-04-2022,+880130 250 1001,14,AUTOMATIC,88790,2007,RED,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
4600000,07-04-2022,+880130 250 1001,2,MANUAL,4200,2011,GREY,SEDAN,PETROL,YES,RIGHT,USED,MERCEDES-BENZ E–CLASS,DHAKA
1695000,10-04-2022,+880130 250 1001,14,AUTOMATIC,29816,2010,GREY,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
945000,10-04-2022,+880130 250 1001,14,AUTOMATIC,90000,2005,WHITE,HATCH,LPG,YES,RIGHT,USED,TOYOTA FIELDER,DHAKA
1480000,10-04-2022,+880130 250 1001,14,AUTOMATIC,59000,2012,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1520000,10-04-2022,+880130 250 1001,14,AUTOMATIC,38000,2013,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1420000,11-04-2022,+880130 250 1001,14,AUTOMATIC,29816,2012,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
3500000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2019,OTHER,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
3030000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2018,SILVER,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
3300000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,OTHER,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1890000,11-04-2022,+880130 250 1001,14,AUTOMATIC,65121,2010,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1920000,11-04-2022,+880130 250 1001,14,AUTOMATIC,62000,2011,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
3425000,11-04-2022,+880130 250 1001,15,MANUAL,29816,2018,GREY,SEDAN,GAS,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
2080000,11-04-2022,+880130 250 1001,14,AUTOMATIC,58396,2012,BLACK,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
3400000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2019,WHITE,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
3480000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
3250000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,SILVER,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
2980000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,WHITE,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
3660000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2019,MAROON,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
890000,11-04-2022,+880130 250 1001,14,MANUAL,90000,2003,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
3475000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,WHITE,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
895000,11-04-2022,+880130 250 1001,14,AUTOMATIC,75000,2003,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
3400000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,SILVER,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
985000,11-04-2022,+880130 250 1001,14,AUTOMATIC,94000,2005,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
3500000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,MAROON,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
3650000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2019,SILVER,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
3350000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,-1,GREEN,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
2370000,11-04-2022,+880130 250 1001,14,AUTOMATIC,48000,2016,WHITE,4 WHEEL DRIVES & SUVS,HYBRID,YES,RIGHT,USED,HONDA VEZEL,DHAKA
1120000,11-04-2022,+880130 250 1001,14,AUTOMATIC,53624,2013,WHITE,HATCH,HYBRID,YES,RIGHT,USED,TOYOTA AQUA,DHAKA
2980000,11-04-2022,+880130 250 1001,14,AUTOMATIC,7213,2015,GREY,SEDAN,PETROL,YES,RIGHT,USED,KIA OPTIMA,DHAKA
2375000,11-04-2022,+880130 250 1001,14,AUTOMATIC,75000,2014,SILVER,SEDAN,LPG,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
3075000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2018,SILVER,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
3000000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,WHITE,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
3675000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2018,OTHER,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
3650000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,-1,MAROON,SEDAN,OTHER,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
2490000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,WHITE,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
2600000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,WHITE,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
2800000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2018,BROWN,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
2600000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,SILVER,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
2750000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2018,SILVER,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
2375000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,WHITE,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
2500000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,SILVER,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
2400000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,WHITE,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
2600000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,WHITE,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
2100000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,WHITE,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
2600000,11-04-2022,+880130 250 1001,14,AUTOMATIC,29816,2017,WHITE,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
2700000,11-04-2022,+880130 250 1001,15,MANUAL,29816,2018,BLACK,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
2250000,11-04-2022,+880130 250 1001,14,AUTOMATIC,54000,2014,BLACK,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
2775000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2019,BLACK,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
2500000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,SILVER,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
2400000,11-04-2022,+880130 250 1001,15,MANUAL,29816,2017,WHITE,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
2600000,11-04-2022,+880130 250 1001,15,MANUAL,29816,2017,WHITE,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
3250000,11-04-2022,+880130 250 1001,18,AUTOMATIC,29816,2017,WHITE,SUV,HYBRID,YES,RIGHT,IMPORT,TOYOTA CH-R,DHAKA
3300000,11-04-2022,+880130 250 1001,18,AUTOMATIC,29816,2017,OTHER,SUV,HYBRID,YES,RIGHT,IMPORT,TOYOTA CH-R,DHAKA
5450000,11-04-2022,+880130 250 1001,18,AUTOMATIC,29816,2021,BLACK,SUV,HYBRID,YES,RIGHT,IMPORT,TOYOTA COROLLA CROSS,DHAKA
5450000,11-04-2022,+880130 250 1001,18,AUTOMATIC,29816,2021,WHITE,SUV,HYBRID,YES,RIGHT,IMPORT,TOYOTA COROLLA CROSS,DHAKA
1485000,11-04-2022,+880130 250 1001,14,AUTOMATIC,63000,2007,BLACK,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
500000,11-04-2022,+880130 250 1001,14,AUTOMATIC,180000,1994,MAROON,HATCHBACK,PETROL,YES,LEFT,USED,TOYOTA STARLET,DHAKA
5450000,11-04-2022,+880130 250 1001,18,AUTOMATIC,29816,2021,WHITE,SUV,HYBRID,YES,RIGHT,IMPORT,TOYOTA COROLLA CROSS,DHAKA
5600000,11-04-2022,+880130 250 1001,18,MANUAL,29816,2022,BLACK,SUV,HYBRID,YES,RIGHT,USED,TOYOTA COROLLA CROSS,DHAKA
6250000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2021,BLUE,SUV,PETROL,YES,RIGHT,IMPORT,HONDA CR–V,DHAKA
5950000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2019,GREY,SUV,PETROL,YES,RIGHT,IMPORT,HONDA CR-V,DHAKA
5950000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2019,WHITE,SUV,PETROL,YES,RIGHT,IMPORT,HONDA CR-V,DHAKA
5700000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2018,BLACK,SUV,PETROL,YES,RIGHT,IMPORT,HONDA CR-V,DHAKA
3500000,11-04-2022,+880130 250 1001,18,AUTOMATIC,29816,2017,WHITE,VAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA ESQUIRE,DHAKA
3400000,11-04-2022,+880130 250 1001,18,AUTOMATIC,29816,2017,PURPLE,VAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA ESQUIRE,DHAKA
2600000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,BLACK,HATCHBACK,HYBRID,YES,RIGHT,IMPORT,TOYOTA FIELDER,DHAKA
4050000,11-04-2022,+880130 250 1001,18,MANUAL,29816,2018,WHITE,BUSES & VANS,HYBRID,YES,RIGHT,IMPORT,TOYOTA ESQUIRE,DHAKA
4000000,11-04-2022,+880130 250 1001,18,AUTOMATIC,29816,2017,BLACK,BUSES & VANS,HYBRID,YES,RIGHT,IMPORT,TOYOTA ESQUIRE,DHAKA
4000000,11-04-2022,+880130 250 1001,18,AUTOMATIC,29816,2017,WHITE,BUSES & VANS,HYBRID,YES,RIGHT,IMPORT,TOYOTA ESQUIRE,DHAKA
4000000,11-04-2022,+880130 250 1001,18,AUTOMATIC,29816,2017,BROWN,BUSES & VANS,GAS,YES,RIGHT,IMPORT,TOYOTA ESQUIRE,DHAKA
4050000,11-04-2022,+880130 250 1001,18,AUTOMATIC,29816,2018,WHITE,BUSES & VANS,HYBRID,YES,RIGHT,IMPORT,TOYOTA ESQUIRE,DHAKA
2400000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,SILVER,HATCHBACK,HYBRID,YES,RIGHT,IMPORT,TOYOTA FIELDER,DHAKA
2500000,11-04-2022,+880130 250 1001,14,AUTOMATIC,29816,2017,BLACK,HATCHBACK,HYBRID,YES,RIGHT,IMPORT,TOYOTA FIELDER,DHAKA
2850000,11-04-2022,+880130 250 1001,15,MANUAL,29816,2017,GREEN,HATCHBACK,GAS,YES,RIGHT,IMPORT,TOYOTA FIELDER WXB,DHAKA
2400000,11-04-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,SILVER,HATCHBACK,PETROL,YES,RIGHT,IMPORT,TOYOTA FIELDER,DHAKA
2400000,11-04-2022,+880130 250 1001,15,MANUAL,29816,2017,WHITE,HATCHBACK,PETROL,YES,RIGHT,IMPORT,TOYOTA FIELDER,DHAKA
2100000,11-04-2022,+880130 250 1001,14,AUTOMATIC,29816,2016,SILVER,SEDAN,HYBRID,YES,RIGHT,IMPORT,HONDA GRACE,DHAKA
7200000,11-04-2022,+880130 250 1001,25,MANUAL,29816,2017,WHITE,SUV,HYBRID,YES,RIGHT,IMPORT,TOYOTA HARRIER,DHAKA
8450000,11-04-2022,+880130 250 1001,2,AUTOMATIC,29816,2019,BLACK,SUV,PETROL,YES,RIGHT,IMPORT,TOYOTA HARRIER,DHAKA
1600000,11-04-2022,+880130 250 1001,14,AUTOMATIC,67000,2016,WHITE,MPV,GAS,YES,RIGHT,USED,TOYOTA HIACE,DHAKA
